id,year,category,nominee,staff,company,producer,win
5466,2010, Comedy Series,30 Rock,"Lorne Michaels, Executive Producer Tina Fey, Executive Producer Marci Klein, Executive Producer David Miner, Executive Producer Robert Carlock, Executive Producer John Riggi, Co-Executive Producer Ron Weiner, Co-Executive Producer",NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",False
5467,2010, Comedy Series,Glee,"Ryan Murphy, Executive Producer Brad Falchuk, Executive Producer Ian Brennan, Co-Executive Producer Dante Di Loreto, Executive Producer Bradley Buecker, Supervising Producer Alexis Martin Woodall, Producer Kenneth Silverstein, Produced By",FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,False
5468,2010, Lead Actress In A Miniseries Or A Movie,Return To Cranford (Masterpiece),"Dame Judi Dench, as Miss Matty",PBS,BBC/WGBH in association with Chestermead,False
5469,2010, Lead Actress In A Miniseries Or A Movie,Temple Grandin,"Claire Danes, as Temple Grandin",HBO,"A Ruby Films, Gerson Saines Production in association with HBO Films",True
5470,2010, Lead Actress In A Miniseries Or A Movie,Capturing Mary,"Dame Maggie Smith, as Mary Gilbert",HBO,A talkbackTHAMES Production in association with the BBC and HBO Films,False
5471,2010, Lead Actress In A Miniseries Or A Movie,The Special Relationship,"Hope Davis, as Hillary Clinton",HBO,A Rainmark and Kennedy/Marshall Production in association with HBO Films,False
5472,2010, Lead Actress In A Miniseries Or A Movie,Georgia O'Keeffe,"Joan Allen, as Georgia O'Keeffe",Lifetime,Sony Pictures Television and City Entertainment for Lifetime Television,False
5473,2010, Lead Actor In A Miniseries Or A Movie,The Prisoner,"Sir Ian McKellen, as Two",AMC,"AMC, ITV Productions and Granada",False
5474,2010, Lead Actor In A Miniseries Or A Movie,A Dog Year,"Jeff Bridges, as Jon Katz",HBO,Duopoly in association with HBO Films,False
5475,2010, Lead Actor In A Miniseries Or A Movie,The Special Relationship,"Michael Sheen, as Tony Blair",HBO,A Rainmark and Kennedy/Marshall Production in association with HBO Films,False
5476,2010, Lead Actor In A Miniseries Or A Movie,The Special Relationship,"Dennis Quaid, as Bill Clinton",HBO,A Rainmark and Kennedy/Marshall Production in association with HBO Films,False
5477,2010, Lead Actor In A Miniseries Or A Movie,You Don't Know Jack,"Al Pacino, as Dr. Jack Kevorkian",HBO,"Bee Holder, Cine Mosaic and Levinson/Fontana Productions in association with HBO Films",True
5478,2010, Supporting Actor In A Miniseries Or A Movie,Emma (Masterpiece),"Michael Gambon, as Mr. Woodhouse",PBS,A co-production of BBC Productions and WGBH Boston,False
5479,2010, Supporting Actor In A Miniseries Or A Movie,Return To Cranford (Masterpiece),"Jonathan Pryce, as Mr. Buxton",PBS,BBC/WGBH in association with Chestermead,False
5480,2010, Supporting Actor In A Miniseries Or A Movie,Temple Grandin,"David Strathairn, as Dr. Carlock",HBO,"A Ruby Films, Gerson Saines Production in association with HBO Films",True
5481,2010, Supporting Actor In A Miniseries Or A Movie,Hamlet (Great Performances),"Patrick Stewart, as Ghost / Claudius",PBS,A Production of Illuminations and Royal Shakespeare Company for BBC in association with Thirteen for WNET.org and NHK,False
5482,2010, Supporting Actor In A Miniseries Or A Movie,You Don't Know Jack,"John Goodman, as Neal Nicol",HBO,"Bee Holder, Cine Mosaic and Levinson/Fontana Productions in association with HBO Films",False
5483,2010," Writing for a Miniseries, Movie or a Dramatic Special",The Pacific,"Robert Schenkkan, Writer Michelle Ashford, Writer",HBO,Playtone and Dreamworks in association with HBO Miniseries,False
5484,2010," Writing for a Miniseries, Movie or a Dramatic Special",The Pacific,"Bruce C. McKenna, Writer Robert Schenkkan, Writer",HBO,Playtone and Dreamworks in association with HBO Miniseries,False
5485,2010," Writing for a Miniseries, Movie or a Dramatic Special",Temple Grandin,"Christopher Monger, Writer William Merritt Johnson, Writer",HBO,"A Ruby Films, Gerson Saines Production in association with HBO Films",False
5486,2010," Writing for a Miniseries, Movie or a Dramatic Special",The Special Relationship,"Peter Morgan, Writer",HBO,A Rainmark and Kennedy/Marshall Production in association with HBO Films,False
5487,2010," Writing for a Miniseries, Movie or a Dramatic Special",You Don't Know Jack,"Adam Mazer, Writer",HBO,"Bee Holder, Cine Mosaic and Levinson/Fontana Productions in association with HBO Films",True
5488,2010," Directing For A Miniseries, Movie Or A Dramatic Special",The Pacific,"David Nutter, Director Jeremy Podeswa, Director",HBO,Playtone and Dreamworks in association with HBO Miniseries,False
5489,2010," Directing For A Miniseries, Movie Or A Dramatic Special",The Pacific,"Tim Van Patten, Director",HBO,Playtone and Dreamworks in association with HBO Miniseries,False
5490,2010," Directing For A Miniseries, Movie Or A Dramatic Special",Temple Grandin,"Mick Jackson, Director",HBO,"A Ruby Films, Gerson Saines Production in association with HBO Films",True
5491,2010," Directing For A Miniseries, Movie Or A Dramatic Special",You Don't Know Jack,"Barry Levinson, Director",HBO,"Bee Holder, Cine Mosaic and Levinson/Fontana Productions in association with HBO Films",False
5492,2010," Directing For A Miniseries, Movie Or A Dramatic Special",Georgia O'Keeffe,"Bob Balaban, Director",Lifetime,Sony Pictures Television and City Entertainment for Lifetime Television,False
5493,2010, Choreography,So You Think You Can Dance,"Mia Michaels, Choreographer",FOX,"Dick Clark Productions, Inc. in association with 19 Entertainment",True
5494,2010, Choreography,82nd Annual Academy Awards,"Adam Shankman, Choreographer",ABC,Academy of Motion Picture Arts and Sciences,False
5495,2010, Choreography,Dancing With The Stars,"Derek Hough, Choreographer",ABC,BBC Worldwide Productions,False
5496,2010, Choreography,Dancing With The Stars,"Chelsie Hightower, Choreographer Derek Hough, Choreographer",ABC,BBC Worldwide Productions,False
5497,2010, Choreography,So You Think You Can Dance,"Stacey Tookey, Choregrapher",FOX,"Dick Clark Productions, Inc. in association with 19 Entertainment",False
5539,2010, Nonfiction Series,Monty Python: Almost The Truth (The Lawyer's Cut),"Christine Lubrano, Executive Producer for IFC Harold Gronenthal, Executive Producer for IFC George Lentz, Executive Producer for IFC Andrew Winter, Supervising Producer Bill Jones, Series Producer Ben Timlett, Series Producer",IFC,"Eagle Rock Entertainment Production, in association with IFC. Produced by Bill & Ben Productions",False
5540,2010, Nonfiction Series,American Masters,"Susan Lacy, Executive Producer Prudence Glass, Series Producer Julie Sacks, Supervising Producer John Beug, Producer Jeffrey Jampol, Producer Dick Wolf, Producer Peter Jankowski, Produced By",PBS,A Production of American Masters for THIRTEEN,False
5541,2010, Nonfiction Series,Deadliest Catch,"Thom Beers, Executive Producer Jeff Conroy, Executive Producer Paul Gasek, Executive Producer for Discovery Channel Tracy Rudolph, Executive Producer for Discovery Channel Matt Renner, Co-Executive Producer Ethan Prochnik, Supervising Producer Eric Lange, Producer",Discovery Channel,"Original Productions, LLC, a FremantleMedia Company for the Discovery Channel",False
5542,2010, Nonfiction Series,Life,"Catherine McCarthy, Executive Producer for BBC Michael Gunton, Executive Producer Susan Winslow, Executive Producer for Discovery Channel Paul Spillenger, Producer for Discovery Channel Martha Holmes, Series Producer",Discovery Channel,A BBC/Discovery Channel/SKAI Co-Production in association with RTI Spa,False
5543,2010, Nonfiction Series,American Experience,"Mark Samels, Executive Producer Sharon Grimberg, Senior Producer Susan Bellows, Series Producer RIC BURNS, Produced By Mary Recine, Produced By Bonnie Lafave, Produced By Robin Espinola, Produced By",PBS,An Ark Media Film in association with American Experience for WGBH Boston,False
5544,2010, Nonfiction Series,The National Parks: America's Best Idea,"Ken Burns, Produced By Dayton Duncan, Produced By",PBS,"A Production of Florentine Films and WETA Washington, D.C.",True
5545,2010, Nonfiction Special,The Simpsons: 20th Anniversary Special - In 3-D! On Ice!,"Morgan Spurlock, Executive Producer Jeremy Chilnick, Executive Producer",FOX,Warrior Poets,False
5546,2010, Nonfiction Special,By The People:  The Election Of Barack Obama,"Amy Rice, Produced By Alicia Sams, Produced By Edward Norton, Produced By Stuart Blumberg, Produced By William Migliore, Produced By",HBO,"Green Film Company, Citi Productions, Class 5 Films and GOOD in association with HBO Documentary Films",False
5547,2010, Nonfiction Special,Teddy:  In His Own Words,"Dyllan McGee, Executive Producer Jacqueline Glover, Supervising Producer Peter Kunhardt, Produced By Sheila Nevins, Produced By",HBO,Kunhardt McGee Productions in association with HBO Documentary Films,True
5548,2010, Nonfiction Special,Saturday Night Live In The 2000s: Time And Again,"Ken Aymong, Supervising Producer Ken Bowser, Produced By Declan Baldwin, Produced By",NBC,Barking Dog Productions,False
5549,2010, Nonfiction Special,Believe: The Eddie Izzard Story,"Max Burgos, Executive Producer John Gore, Executive Producer James Goddard, Producer Sarah Townsend, Producer",EPIXHD,Salient Media presents a Halyon Films production in association with Ella Communications,False
5550,2010, Nonfiction Special,Johnny Mercer: The Dream's On Me,"Clint Eastwood, Executive Producer Bruce Ricker, Produced By",TCM,"Rhapsody Productions in association with TCM, Arena/BBC and Warner Home Video",False
5551,2010,Exceptional Merit In Nonfiction Filmmaking,Brick City,"Marc Levin, Executive Producer Mark Benjamin, Executive Producer Forest Whitaker, Executive Producer Mala Chapple, Executive Producer",Sundance Channel,Sundance Channel Presents A Brick City Production,False
5552,2010,Exceptional Merit In Nonfiction Filmmaking,Sergio,"Sheila Nevins, Executive Producer Nancy Abraham, Senior Producer Greg Barker, Produced By John Battsek, Produced By Julie Goldman, Produced By",HBO,"Silverbridge Productions and Passion Pictures in association with Screen Pass Pictures, Impact Partners, Motto Pictures, BBC Storyville and HBO Documentary Films",False
5553,2010,Exceptional Merit In Nonfiction Filmmaking,Pressure Cooker,"Jeff Skoll, Executive Producer Diane Weyermann, Executive Producer Jennifer Grausman, Producer",BET,Participant Media Presents A Non Sequitur Production,False
5554,2010,Exceptional Merit In Nonfiction Filmmaking,My Lai,"Mark Samels, Executive Producer Sharon Grimberg, Senior Producer Susan Bellows, Series Producer Barak Goodman, Produced By",PBS,An Ark Media production for American Experience,False
5555,2010,Exceptional Merit In Nonfiction Filmmaking,The Betrayal (Nerakhoon),"Simon Kilmurry, Executive Producer Cara Mertes, Executive Producer Ellen Kuras, Produced By Flora Fernandez-Marengo, Produced By",PBS,"Pandinlao Films, LLC in Association with American Documentary/POV",True
5556,2010,Exceptional Merit In Nonfiction Filmmaking,Patti Smith: Dream Of Life,"Simon Kilmurry, Executive Producer Steven Sebring, Executive Producer Margaret Smilow, Executive Producer/Producer",PBS,A Production of Cean Socks and Thirteen for WNET.ORG in association with American Documentary | POV,False
5558,2010, Animated Program,The Simpsons,"Matt Groening, Executive Producer Al Jean, Executive Producer Matt Selman, Executive Producer John Frink, Co-Executive Producer Kevin Curran, Co-Executive Producer J. Stewart Burns, Co-Executive Producer Michael Price, Co-Executive Producer MARC WILMORE, Co-Executive Producer Joel H. Cohen, Co-Executive Producer RON HAUGE, Co-Executive Producer Rob Lazebnik, Co-Executive Producer Matt Warburton, Co-Executive Producer Jeff Westbrook, Co-Executive Producer/Writer Brian Kelley, Co-Executive Producer/Writer Tom Klein, Animation Producer Mike B. Anderson, Supervising Director Oscar Cervantes, Assistant Director Davy Lauterbach, Assistant Director Matthew Nastuk, Directed By Stephanie Gillis, Written By",FOX,Gracie Films in association with 20th Century Fox Television,False
5559,2010, Animated Program,The Ricky Gervais Show,"Ricky Gervais, Executive Producer Stephen Merchant, Executive Producer Karl Pilkington, Executive Producer Glyn Hughes, Executive Producer Bob Higgins, Executive Producer Lisa Ullmann, Co-Executive Producer Margaret M. Dean, Supervising Producer Michelle Papandrew, Producer Craig Kellman, Directed By Nick Bertonazzi, Jr.",HBO,W!LDBRAIN and Media Rights Capital in association with HBO Entertainment,False
5560,2010, Animated Program,South Park,"Trey Parker, Executive Producer/Writer/Director Matt Stone, Executive Producer Anne Garefino, Executive Producer Frank Agnone, Supervising Producer Eric Stough, Producer Bruce Howell, Producer Adrien Beard, Producer Vernon Chatman, Producer Erica Rivinoja, Producer Ryan Quincy, Animation Producer Jack Shih, Director of Animation Jenny Yu, Director of Animation",Comedy Central,Central Productions,False
5561,2010, Animated Program,Alien Earths,"Howard Swartz, Executive Producer Gordon Dana Berry, Produced/Directed/Written By Steve Reich, Written By Ray Villard, Written By Jason Hearne, Animation Director Dave Jerrard, Animation Director",NGC,"SkyWorks Digital, Inc.",False
5562,2010, Animated Program,Disney Prep & Landing,"Chris Williams, Executive Producer/Story By John Lasseter, Executive Producer Dorothy McKim, Producer Stevie Wermers-Skelton,  Kevin Deters, Writer/Director",ABC,Walt Disney Animation Studios,True
5563,2010, Art Direction For A Miniseries Or Movie,Return To Cranford (Masterpiece),"Donal Woods, Production Designer Mark Kebby, Art Director Trisha Edwards, Set Decorator",PBS,BBC/WGBH in association with Chestermead,False
5564,2010, Art Direction For A Miniseries Or Movie,The Pacific,"Anthony Pratt, Production Designer Dominic Hyman, Supervising Art Director Richard Hobbs, Supervising Art Director Scott Bird, Art Director Jim Millett, Ship & Plane Art Director Rolland Pike, Set Decorator Military Lisa Thompson, Set Decorator",HBO,Playtone and Dreamworks in association with HBO Miniseries,True
